 numero_reimpresiones, puntos_vta1anio_total, materia3, tirada, ejemplares_distribuidos_en_novedad, obsequios, pvp, reimpresiones, editorial, materia2, encuadernacion, venta_total, semanas_venta, coleccion, puntos_vta_total, materia1
0,122,,900,502,6,   20.19,0,UDLW01,,3,86,111,UDLW01002,123,11
0,83,,801,419,6,   17.31,0,UDLW01,,3,203,114,UDLW01002,84,111
0,105,,952,467,8,   16.35,0,UDLW01,,2,424,124,UDLW01002,106,111
0,111,,1354,599,6,   16.35,0,UDLW01,,2,100,136,UDLW01002,114,111
0,141,,1377,731,6,   14.90,0,UDLW01,,2,219,145,UDLW01002,143,111
0,85,,1050,472,6,   17.79,0,UDLW01,,3,133,130,UDLW01001,87,112
0,89,,977,413,6,   16.35,0,UDLW01,,3,64,144,UDLW01001,89,111
24,52,,496,250,6,   13.46,4,UDLU99,,3,36,110,UDLU99006,60,111
28,122,,796,393,7,   13.27,3,UDLU99,,3,114,56,UDLU99005,124,126
22,112,,750,368,7,   15.19,3,UDLU99,,3,162,58,UDLU99005,113,126
10,131,,970,441,7,   13.27,2,UDLU99,,3,157,63,UDLU99005,133,126
23,93,,647,298,7,    9.62,4,UDLU99,,3,202,83,UDLU99005,98,111
32,70,,532,232,7,   11.54,4,UDLU99,,3,48,93,UDLU99005,73,111
152,113,,712,529,6,   11.54,5,UDLU99,,3,328,107,UDLU99005,131,131
35,90,,655,295,6,    9.62,5,UDLU99,,3,104,112,UDLU99005,97,34
49,68,,817,396,6,    9.62,3,UDLU99,,3,242,137,UDLU99005,81,111
40,158,,880,521,6,    9.62,4,UDLU99,,3,310,146,UDLU99005,173,112
195,71,,595,366,6,    9.62,5,UDLU99,,3,84,146,UDLU99005,83,119
484,5,,499,234,0,   11.54,13,UDLU99,,,11,147,UDLU99005,28,11
444,3,,467,241,0,   11.54,13,UDLU99,,,4,147,UDLU99005,28,111
37,85,,457,260,7,    9.62,3,UDLU99,,3,144,81,UDLU99004,88,112
726,140,,1222,416,9,   13.46,5,UDLU99,,3,276,90,UDLU99004,146,112
352,49,,402,193,6,   11.54,2,UDLU99,,3,52,102,UDLU99004,51,1111
19,38,,495,193,6,   13.46,3,UDLU99,,3,35,105,UDLU99004,41,111
22,49,,382,177,6,   11.54,2,UDLU99,,3,91,135,UDLU99004,54,111
690,131,,1110,432,13,   13.46,6,UDLU99,,3,373,147,UDLU99004,179,112
218,4,44,285,165,0,   13.46,11,UDLU99,111,,19,146,UDLU99004,17,11
266,99,,474,401,6,   17.31,5,UDLU99,,3,22,146,UDLU99003,104,111
11,148,,744,447,8,   17.31,1,UDLU98,,3,127,56,UDLU98002,148,112
7,219,,933,640,16,   21.15,1,UDLU98,,3,282,64,UDLU98002,223,112
64,227,,1376,906,9,   18.27,4,UDLU98,,3,259,88,UDLU98002,232,112
44,182,,980,597,9,   12.50,3,UDLU98,,3,549,95,UDLU98002,208,112
31,253,,1413,968,9,   21.63,4,UDLU98,,3,1065,113,UDLU98002,273,1
0,171,,920,528,11,   21.15,0,UDLU98,,3,278,59,UDLU98001,173,112
3,197,,923,601,11,   15.38,1,UDLU98,,3,633,66,UDLU98001,200,126
27,193,116,937,640,10,   19.23,1,UDLU98,114,3,763,83,UDLU98001,205,112
107,195,,1339,707,9,   18.27,4,UDLU98,,3,242,91,UDLU98001,200,112
798,215,,1725,719,11,   16.35,3,UDLU98,,3,726,94,UDLU98001,222,126
11,163,,931,589,7,   14.42,1,UDLU98,,3,251,111,UDLU98001,171,112
23,209,,935,698,7,   13.46,3,UDLU98,,3,580,116,UDLU98001,226,119
24,155,,1384,673,2,   12.50,3,UDLU98,,3,342,117,UDLU98001,166,112
27,167,,1392,680,12,   15.38,3,UDLU98,,3,336,119,UDLU98001,178,112
15,181,,1395,771,9,   15.38,3,UDLU98,,3,473,134,UDLU98001,199,126
222,142,,2022,818,7,   15.38,5,UDLU98,,3,385,141,UDLU98001,159,112
175,211,,1975,936,8,   15.38,5,UDLU98,,3,749,147,UDLU98001,238,112
137,199,,1437,819,8,   14.42,5,UDLU98,126,3,616,150,UDLU98001,229,112
50,181,,1850,973,7,   15.38,5,UDLU98,,3,612,162,UDLU98001,217,112
36,197,,1887,1022,7,   13.46,4,UDLU98,,3,530,163,UDLU98001,219,112
46,276,,2358,1388,13,   23.08,4,UDLU97,,3,1403,140,UDLU97005,301,111
625,131,,1171,877,7,   26.92,4,UDLU97,,3,622,80,UDLU97004,140,14
2109,346,,3506,968,8,   14.42,8,UDLU97,,3,2666,91,UDLU97004,367,14
15,274,,1370,967,6,   13.46,3,UDLU97,,3,925,142,UDLU97004,287,14
1084,356,,2932,1190,9,   23.08,6,UDLU97,,3,1564,89,UDLU97003,366,119
1541,325,,3377,1185,7,   16.35,4,UDLU97,,3,1549,109,UDLU97003,341,31
34,246,,1929,1067,6,   16.35,4,UDLU97,,3,981,148,UDLU97003,276,251
6,220,,1386,704,8,   25.00,1,UDLU97,,3,404,58,UDLU97002,220,112
10,314,,1869,1207,9,   21.15,2,UDLU97,,3,808,64,UDLU97002,315,111
13,218,,1428,721,9,   23.08,2,UDLU97,,3,204,66,UDLU97002,221,112
7,190,,1432,730,10,   16.35,2,UDLU97,,3,225,75,UDLU97002,191,112
2,179,,1284,922,7,    8.65,1,UDLU97,,3,349,77,UDLU97002,180,112
2747,393,,3893,1283,23,   30.77,8,UDLU97,,3,2137,82,UDLU97002,405,112
15,126,,1434,598,7,   16.35,4,UDLU97,,3,156,92,UDLU97002,130,111
1065,284,,2475,1102,19,   19.23,7,UDLU97,,3,1529,95,UDLU97002,311,112
14,194,,1411,802,9,   14.42,4,UDLU97,,3,232,95,UDLU97002,203,111
57,359,,3404,1694,12,   21.15,4,UDLU97,,3,1860,112,UDLU97002,376,112
16,268,,1913,1453,6,   13.46,4,UDLU97,,3,260,113,UDLU97002,270,112
11,181,,1407,698,7,   15.38,3,UDLU97,,3,457,115,UDLU97002,191,112
13,155,,1440,640,7,   15.38,4,UDLU97,,3,413,120,UDLU97002,168,111
17,145,,1898,569,8,   17.31,4,UDLU97,,3,135,130,UDLU97002,149,112
16,179,,1855,665,6,   14.42,4,UDLU97,,3,414,130,UDLU97002,194,112
16,224,,1932,1044,10,   19.23,4,UDLU97,,3,585,131,UDLU97002,239,112
15,206,,1445,915,6,   13.46,3,UDLU97,,3,378,140,UDLU97002,220,111
14,227,,1438,894,6,   15.38,4,UDLU97,,3,362,142,UDLU97002,240,112
13,280,,1893,1227,6,   14.42,3,UDLU97,,3,629,153,UDLU97002,293,112
13,156,,1947,791,6,   23.08,4,UDLU97,,3,244,163,UDLU97002,174,112
35,185,,2367,892,7,   14.42,3,UDLU97,71,3,448,58,UDLU97001,186,65
8,209,,1862,879,10,   18.27,1,UDLU97,,3,326,60,UDLU97001,211,119
327,172,,2206,786,7,   20.19,5,UDLU97,14,3,373,99,UDLU97001,181,112
4021,350,,7341,2152,9,   19.23,5,UDLU97,,2,2620,104,UDLU97001,366,36
13,201,,1462,830,6,   14.42,4,UDLU97,,3,494,163,UDLU97001,225,16
0,130,,2090,887,6,   18.27,0,UDLU96,,3,140,158,UDLU96003,133,112
0,124,,1440,624,7,   18.27,0,UDLU96,,3,247,117,UDLU96001,132,119
0,243,,1940,1058,6,   24.04,0,UDLU96,,3,506,115,UDLU96001,255,119
0,189,,3000,1272,6,   21.15,0,UDLU96,,3,431,158,UDLU96001,197,119
32174,656,,37172,5717,11,   18.27,9,UDLU95,96,3,36244,169,UDLU95001,748,111
134,214,,3775,1365,7,    3.80,2,UDLU94,,2,694,83,UDLU94002,215,92
101,210,,3740,1326,7,    3.80,1,UDLU94,,2,758,82,UDLU94002,212,92
123,212,,3737,1352,7,    3.80,3,UDLU94,,2,886,83,UDLU94002,212,92
108,213,,3662,1374,7,    3.80,2,UDLU94,,2,690,83,UDLU94002,214,92
114,219,,3637,1402,7,    3.80,1,UDLU94,,2,1097,83,UDLU94002,220,92
112,211,,3659,1346,7,    3.80,1,UDLU94,92,2,384,83,UDLU94002,213,
118,221,,3588,1413,7,    3.80,1,UDLU94,,2,1200,82,UDLU94002,222,
114,215,,3686,1349,7,    3.80,1,UDLU94,,2,464,83,UDLU94002,217,92
2,111,,3927,1304,7,    9.57,2,UDLU94,,2,77,148,UDLU94001,114,92
1,106,,3926,1297,7,    9.57,1,UDLU94,,2,118,153,UDLU94001,109,92
2,123,,3927,1322,7,    9.57,2,UDLU94,,2,115,148,UDLU94001,126,92
1,125,,3926,1324,7,    9.57,1,UDLU94,,2,145,148,UDLU94001,127,92
1,137,,3833,1415,7,    9.57,1,UDLU94,,2,119,158,UDLU94001,139,92
1,137,,3833,1404,7,    9.57,1,UDLU94,,2,102,158,UDLU94001,142,92
1,140,,3833,1416,7,    9.57,1,UDLU94,,2,174,159,UDLU94001,144,92
1,135,,3833,1372,6,    9.57,1,UDLU94,,2,74,159,UDLU94001,139,92
0,82,,825,279,9,   37.21,0,UDLU93,,2,95,54,UDLU93008,82,14
0,85,,825,370,7,   35.29,0,UDLU93,,2,76,55,UDLU93008,85,112
0,105,,799,341,9,   13.22,0,UDLU93,,2,293,76,UDLU93008,106,14
1115,107,,1395,477,9,   19.23,2,UDLU93,,2,79,79,UDLU93007,110,112
0,50,,888,241,6,   15.38,0,UDLU93,,3,28,111,UDLU93006,54,112
22,60,,872,265,7,   15.87,1,UDLU93,,3,81,53,UDLU93005,60,131
0,70,,308,171,9,   14.42,0,UDLU93,,3,41,80,UDLU93005,71,13
0,76,,350,162,7,   19.23,0,UDLU93,,3,108,95,UDLU93005,84,17
0,86,,499,266,6,   17.31,0,UDLU93,,3,130,127,UDLU93005,92,13
1,57,,401,177,6,   28.85,1,UDLU93,,3,24,98,UDLU93003,59,7
0,167,,900,605,6,   19.23,0,UDLU93,,3,635,147,UDLU93003,182,71
0,94,,825,314,7,   37.21,0,UDLU93,,2,191,55,UDLU93002,95,14
0,99,,700,333,7,   19.23,0,UDLU93,,3,77,54,UDLU93002,99,14
900,121,,1800,400,7,   12.50,1,UDLU93,,3,125,65,UDLU93002,122,14
0,166,,700,388,7,   11.54,0,UDLU93,,3,258,68,UDLU93002,170,14
0,63,,451,211,7,   19.23,0,UDLU93,,3,121,92,UDLU93002,65,14
0,73,,325,193,7,   26.92,0,UDLU93,,3,124,90,UDLU93002,77,14
0,75,,324,209,7,   17.31,0,UDLU93,,3,83,81,UDLU93002,82,14
0,75,,260,197,7,   17.31,0,UDLU93,,3,75,98,UDLU93002,78,14
0,61,,300,169,7,   17.31,0,UDLU93,,3,45,95,UDLU93002,70,14
1350,164,,2634,610,16,   36.54,1,UDLU93,,2,453,73,UDLU93002,169,14
0,92,,500,274,7,   19.23,0,UDLU93,,3,178,98,UDLU93002,100,14
0,130,,910,646,6,   24.04,0,UDLU93,,3,631,105,UDLU93002,137,14
0,121,,902,452,6,   19.23,0,UDLU93,,3,304,108,UDLU93002,130,14
0,139,,810,487,8,   24.04,0,UDLU93,,3,585,110,UDLU93002,149,14
0,58,,700,295,6,   11.54,0,UDLU93,,3,58,131,UDLU93002,64,14
0,75,,803,317,6,   14.42,0,UDLU93,,3,92,120,UDLU93002,79,14
0,78,,900,379,6,   19.23,0,UDLU93,,3,113,120,UDLU93002,86,14
0,81,,702,311,6,   11.54,0,UDLU93,,3,78,119,UDLU93002,84,14
1145,109,,2057,551,6,   19.23,2,UDLU93,,3,301,114,UDLU93002,119,14
0,70,,896,379,6,   12.50,0,UDLU93,,3,132,142,UDLU93002,81,14
0,177,,900,557,7,   17.31,0,UDLU93,,3,549,148,UDLU93002,193,14
0,62,,900,328,6,    9.62,0,UDLU93,,3,136,158,UDLU93002,72,14
0,42,,900,320,0,   13.46,0,UDLU93,,3,179,156,UDLU93002,52,14
0,108,,900,341,6,    9.62,0,UDLU93,,3,137,158,UDLU93002,120,14
0,76,,800,381,6,   13.46,0,UDLU93,,3,210,158,UDLU93002,94,14
50,69,,160,124,7,   24.04,1,UDLU93,,3,105,82,UDLU93002,71,14
0,91,,900,375,6,    9.62,0,UDLU93,,3,256,164,UDLU93002,105,14
0,70,,500,240,6,   11.54,0,UDLU93,,3,38,142,UDLU93002,83,14
0,98,,698,314,7,   13.46,0,UDLU93,,3,86,65,UDLU93001,103,14
0,86,,800,311,7,   13.94,0,UDLU93,,3,198,74,UDLU93001,94,112
0,72,,800,281,7,   15.38,0,UDLU93,,3,48,74,UDLU93001,74,112
0,99,,944,431,6,   19.23,0,UDLU93,,3,223,106,UDLU93001,105,14
0,106,,900,446,8,   21.15,0,UDLU93,,3,348,108,UDLU93001,113,112
0,96,,850,397,7,   13.46,0,UDLU93,,3,133,170,UDLU93001,104,112
0,96,,494,421,6,   14.38,0,UDLU92,,2,92,130,UDLU92001,102,153
0,105,,493,435,6,   14.38,0,UDLU92,,2,104,130,UDLU92001,112,153
0,97,,494,429,6,   14.38,0,UDLU92,,2,87,130,UDLU92001,104,153
0,97,,493,430,6,   14.38,0,UDLU92,,2,100,130,UDLU92001,105,153
25,104,,505,436,6,   14.38,1,UDLU92,,2,218,130,UDLU92001,109,153
25,101,,519,432,6,   14.38,1,UDLU92,,2,130,131,UDLU92001,106,153
50,103,,544,432,6,   14.38,2,UDLU92,15,2,131,130,UDLU92001,109,153
0,219,,1494,975,7,   14.38,0,UDLU92,,2,156,165,UDLU92001,228,15
0,215,,1497,977,7,   14.38,0,UDLU92,,2,251,165,UDLU92001,229,15
0,227,,1496,1014,7,   14.38,0,UDLU92,,2,325,167,UDLU92001,241,15
10,206,,860,571,9,   13.46,1,UDLU91,,3,620,55,UDLU91003,207,112
12,192,,1204,649,10,   14.42,2,UDLU91,,3,194,58,UDLU91003,192,112
32,158,,1402,594,7,   13.46,3,UDLU91,,3,255,83,UDLU91003,164,112
34,184,,1414,720,8,   15.38,3,UDLU91,,3,396,85,UDLU91003,199,112
1566,326,,3446,1212,9,   25.96,8,UDLU91,,3,2566,91,UDLU91003,403,112
28,189,,1378,732,7,   15.38,3,UDLU91,,3,525,95,UDLU91003,202,112
22,152,,922,556,15,   15.34,4,UDLU91,,3,138,111,UDLU91003,157,112
45,160,,1417,673,6,   13.41,4,UDLU91,,3,496,119,UDLU91003,171,112
57,147,,1907,790,8,   13.41,4,UDLU91,,3,330,138,UDLU91003,175,112
16,87,,918,375,6,   14.42,4,UDLU91,,3,24,141,UDLU91003,93,112
49,128,,1903,822,13,   15.34,4,UDLU91,,3,666,143,UDLU91003,154,112
797,254,,1445,836,7,   15.87,3,UDLU91,,3,244,60,UDLU91002,258,15
10,290,,1108,888,10,   14.42,2,UDLU91,,3,483,66,UDLU91002,295,15
26,319,,1376,975,8,   16.35,2,UDLU91,,3,665,67,UDLU91002,329,15
93,219,,1973,1065,7,   15.87,4,UDLU91,,3,505,85,UDLU91002,237,15
47,166,,1427,620,9,   15.38,4,UDLU91,,3,306,100,UDLU91002,180,15
129,145,,1979,887,2,   16.35,4,UDLU91,,3,1425,111,UDLU91002,214,15
57,146,,1937,717,7,   14.42,4,UDLU91,116,3,646,120,UDLU91002,183,112
61,183,,1861,844,7,   15.34,4,UDLU91,,3,995,137,UDLU91002,232,15
14,146,,1893,779,6,   15.34,4,UDLU91,,3,167,158,UDLU91002,163,15
8,163,,1088,532,7,   16.35,3,UDLU91,971,3,363,84,UDLU91001,171,119
24,157,,1864,800,6,   12.02,4,UDLU91,,3,179,153,UDLU91001,167,112
61,185,,1951,889,6,   15.38,4,UDLU91,,3,358,164,UDLU91001,203,111
41,240,,1898,959,8,   14.42,4,UDLU91,,3,683,171,UDLU91001,253,119
18,188,,1905,824,6,   17.31,4,UDLU91,,3,653,170,UDLU91001,214,119
5,330,,1325,968,12,   22.12,1,UDLU90,,3,740,62,UDLU90002,332,112
5,248,,1325,799,9,   16.35,1,UDLU90,,3,414,63,UDLU90002,250,112
7,362,,2317,1429,13,   18.75,1,UDLU90,,3,930,68,UDLU90002,366,118
361,250,,1681,916,9,   17.31,4,UDLU90,,3,1247,91,UDLU90002,272,112
34,240,,1858,1050,10,   16.83,3,UDLU90,,3,652,93,UDLU90002,251,112
43,228,,1380,783,6,   19.23,3,UDLU90,,3,223,104,UDLU90002,233,112
29,348,,2333,1772,14,   19.23,4,UDLU90,118,3,1885,114,UDLU90002,370,112
706,256,,2110,1072,11,   12.50,5,UDLU90,,3,1539,135,UDLU90002,291,112
18,225,,1443,880,8,   19.23,4,UDLU90,,3,875,160,UDLU90002,259,112
6712,466,,8072,1732,16,   21.15,12,UDLU90,,3,6787,163,UDLU90002,532,112
1,244,,1297,779,14,   12.02,1,UDLU90,,3,433,56,UDLU90001,244,112
9,250,,1329,756,10,   15.38,1,UDLU90,,3,344,61,UDLU90001,251,112
24,224,,1324,792,11,   13.46,3,UDLU90,,3,307,81,UDLU90001,233,112
24,222,,1344,918,13,   13.94,2,UDLU90,112,3,520,83,UDLU90001,229,1
16,245,,1336,825,12,   27.88,3,UDLU90,,3,711,90,UDLU90001,260,112
14,191,,1334,842,8,   18.75,3,UDLU90,,3,259,107,UDLU90001,200,112
22,236,,1328,951,9,   20.19,4,UDLU90,,3,814,118,UDLU90001,250,112
44,213,,1214,770,17,   11.06,4,UDLU90,,3,812,124,UDLU90001,226,112
468,209,,1841,831,8,   14.42,4,UDLU90,,3,307,140,UDLU90001,232,112
14,157,,1430,643,6,   17.31,4,UDLU90,,3,204,157,UDLU90001,171,112
11,216,,1458,786,7,   14.90,3,UDLU90,,3,505,171,UDLU90001,240,112
11,117,,1010,487,7,   21.63,1,UDLU89,,3,612,89,UDLU89007,140,22
5,166,,1705,843,6,    9.62,2,UDLU89,,3,244,131,UDLU89007,175,541
1219,117,,1489,1190,7,   20.19,2,UDLU89,,3,322,59,UDLU89006,118,31
24,129,,2022,700,7,    7.69,3,UDLU89,244,3,431,94,UDLU89006,143,33
126,215,,3125,944,8,   20.19,3,UDLU89,,3,875,101,UDLU89006,237,33
179,124,,479,310,6,   22.12,3,UDLU89,24,3,256,111,UDLU89006,136,17
1919,214,,2917,935,6,   15.87,6,UDLU89,,3,2411,113,UDLU89006,282,33
10,122,,1507,593,6,   18.27,3,UDLU89,24,3,348,118,UDLU89006,133,131
27,147,,1727,685,6,   16.35,2,UDLU89,,3,446,130,UDLU89006,165,431
28,117,,1978,748,6,   22.12,4,UDLU89,33,3,341,141,UDLU89006,136,24
17,121,,1467,491,6,   10.48,2,UDLU89,33,3,306,137,UDLU89006,137,24
3,143,,1453,711,6,   14.90,2,UDLU89,,3,574,142,UDLU89006,170,33
12,144,,2038,802,6,   12.40,2,UDLU89,,3,360,149,UDLU89006,161,4
8,129,,1519,680,8,    8.65,2,UDLU89,,3,514,84,UDLU89005,150,131
27,134,,1527,721,7,    6.25,3,UDLU89,3,3,182,91,UDLU89005,145,25
25,129,,1661,702,7,    7.69,4,UDLU89,,3,506,95,UDLU89005,143,13
21,80,,1221,404,6,    7.69,3,UDLU89,33,3,227,108,UDLU89005,91,24
19,86,,1023,411,6,   10.10,3,UDLU89,,3,155,115,UDLU89005,96,33
11,127,,1013,413,6,    7.69,2,UDLU89,,3,189,114,UDLU89005,134,13
21,129,,1524,599,6,    8.65,2,UDLU89,,3,388,115,UDLU89005,137,17
20,72,,1550,547,6,    9.52,3,UDLU89,,3,86,149,UDLU89005,85,33
507,111,,907,314,7,   12.40,5,UDLU89,71,3,152,76,UDLU89004,118,25
52,107,,1052,522,6,   12.40,3,UDLU89,,3,318,111,UDLU89004,121,13
26,34,,238,84,0,   16.25,2,UDLU89,,2,17,147,UDLU89004,53,13
475,24,,477,62,0,   12.50,2,UDLU89,,3,50,163,UDLU89004,36,
6,127,4,1206,383,7,   20.10,1,UDLU89,25,3,309,78,UDLU89003,134,17
19,194,,1188,687,6,   26.44,3,UDLU89,13,3,269,159,UDLU89003,206,33
17,147,,717,438,7,   20.67,2,UDLU89,,3,256,87,UDLU89003,156,131
20,120,,1520,490,7,   18.75,3,UDLU89,,3,408,92,UDLU89003,132,31
16,113,,1514,425,7,   21.15,3,UDLU89,71,3,334,100,UDLU89003,126,24
977,118,,1517,546,6,   34.62,5,UDLU89,,3,250,108,UDLU89003,126,33
25,98,,1521,313,6,   22.60,4,UDLU89,252,3,173,111,UDLU89003,104,251
22,127,,822,449,7,   25.96,2,UDLU89,,3,490,95,UDLU89003,136,24
7,120,,607,422,7,   15.38,1,UDLU89,,3,521,94,UDLU89003,136,24
24,92,,1522,497,6,   21.15,3,UDLU89,34,3,282,113,UDLU89003,105,24
17,119,,610,424,8,   13.94,4,UDLU89,4,3,308,96,UDLU89003,130,24
614,124,,964,331,7,   16.83,3,UDLU89,71,3,471,96,UDLU89003,144,34
320,124,,1032,420,6,   31.73,3,UDLU89,,3,426,120,UDLU89003,139,33
23,141,,1473,553,6,   11.54,4,UDLU89,33,3,315,137,UDLU89003,151,24
48,103,,321,258,6,   17.21,3,UDLU89,,3,110,146,UDLU89003,110,33
734,147,,1557,519,7,   15.87,7,UDLU89,,3,966,146,UDLU89003,177,34
39,169,,2039,642,6,   18.27,2,UDLU89,,3,838,146,UDLU89003,194,33
29,72,,488,214,6,   37.50,4,UDLU89,,3,177,118,UDLU89003,80,33
10,163,,1176,579,6,   18.75,3,UDLU89,,3,234,153,UDLU89002,173,13
8,170,,1178,586,6,   21.15,3,UDLU89,,3,406,153,UDLU89002,186,13
15,139,,715,536,6,   23.94,3,UDLU89,13,3,488,166,UDLU89002,152,25
424,21,,426,95,0,    6.73,4,UDLU89,,2,-9,161,UDLU89001,40,
369,24,,371,73,0,   18.22,3,UDLU89,,2,36,163,UDLU89001,45,
719,56,,769,205,0,   20.33,7,UDLU89,,3,583,165,UDLU89001,131,
329,23,,331,70,0,   15.67,3,UDLU89,,2,34,159,UDLU89001,42,
1072,38,,1074,129,0,   22.60,11,UDLU89,,3,291,164,UDLU89001,93,
219,20,,221,131,0,    8.65,4,UDLU89,,3,111,164,UDLU89001,89,
172,49,,174,103,0,   14.13,3,UDLU89,,,-5,163,UDLU89001,72,
431,16,,433,54,0,   20.19,4,UDLU89,,2,13,164,UDLU89001,29,
688,18,,690,64,0,   16.25,3,UDLU89,,3,16,161,UDLU89001,36,
1335,47,,1337,130,0,   12.50,3,UDLU89,,3,200,164,UDLU89001,95,
181,39,,183,81,0,   18.56,5,UDLU89,,,37,163,UDLU89001,59,
258,18,,260,59,0,   25.48,3,UDLU89,,3,50,163,UDLU89001,35,
200,50,,202,134,0,   22.12,3,UDLU89,,10,2,165,UDLU89001,83,
334,38,,336,95,0,   22.12,3,UDLU89,,3,72,164,UDLU89001,67,
455,26,,457,86,0,   21.63,3,UDLU89,,3,68,163,UDLU89001,55,
375,20,,377,71,0,   23.08,3,UDLU89,,3,28,163,UDLU89001,41,
417,24,,419,74,0,   20.19,3,UDLU89,,3,9,163,UDLU89001,48,
751,15,,753,57,0,   17.31,3,UDLU89,,3,11,164,UDLU89001,30,
260,28,,262,79,0,   11.44,2,UDLU89,,3,113,162,UDLU89001,51,
537,67,,539,150,0,   22.12,4,UDLU89,,,218,165,UDLU89001,114,
456,24,,458,71,0,   14.42,3,UDLU89,,3,-10,163,UDLU89001,45,
1247,22,,1249,182,0,   17.79,10,UDLU89,,3,994,164,UDLU89001,103,
0,6,,2,7,0,   12.50,0,UDLU89,,,-2,16,UDLU89001,6,
402,28,,404,78,0,   27.40,3,UDLU89,,3,34,163,UDLU89001,47,
445,23,,447,71,0,    8.65,3,UDLU89,,3,21,163,UDLU89001,46,
251,48,,253,117,0,   20.67,4,UDLU89,,3,-49,164,UDLU89001,87,
446,46,,448,104,0,   29.71,5,UDLU89,,3,188,163,UDLU89001,72,
598,46,,600,126,0,   14.42,3,UDLU89,,3,86,164,UDLU89001,79,
244,25,,245,122,0,   24.04,7,UDLU89,,3,173,184,UDLU89001,95,131
132,26,,134,76,0,    8.65,3,UDLU89,,3,35,164,UDLU89001,46,
732,49,,734,122,0,   27.88,5,UDLU89,,3,283,164,UDLU89001,86,
248,29,,250,89,0,   21.06,3,UDLU89,,3,121,164,UDLU89001,55,
695,24,,697,63,0,   18.17,3,UDLU89,,3,2,164,UDLU89001,41,
581,34,,583,84,0,   15.87,3,UDLU89,,3,-15,164,UDLU89001,58,
462,27,,464,68,0,   20.19,3,UDLU89,,3,-5,163,UDLU89001,47,
405,39,,407,94,0,   17.21,3,UDLU89,,3,136,164,UDLU89001,70,
729,16,,731,58,0,   16.35,5,UDLU89,,2,21,161,UDLU89001,30,
783,67,,883,157,0,   22.60,10,UDLU89,,3,474,165,UDLU89001,125,
208,19,,210,63,0,   13.94,3,UDLU89,,3,33,164,UDLU89001,36,
361,26,,363,70,0,   15.29,3,UDLU89,,3,53,163,UDLU89001,44,
419,28,,421,83,0,   31.73,3,UDLU89,,3,-12,163,UDLU89001,49,
324,26,,326,67,0,   25.48,3,UDLU89,,2,96,162,UDLU89001,45,
156,34,,158,95,0,   27.79,4,UDLU89,,2,95,163,UDLU89001,65,
138,41,,140,109,0,    8.65,4,UDLU89,,3,8,163,UDLU89001,78,
768,52,,770,174,0,   15.87,3,UDLU89,,3,453,165,UDLU89001,115,
389,18,,391,63,0,   23.08,3,UDLU89,,3,20,164,UDLU89001,34,
427,32,,429,91,0,   22.60,3,UDLU89,,3,76,164,UDLU89001,61,
652,16,,653,57,0,   23.94,5,UDLU89,,2,13,161,UDLU89001,31,
666,56,,668,137,0,   17.21,4,UDLU89,,3,322,164,UDLU89001,97,
416,34,,418,95,0,   13.94,4,UDLU89,,3,13,164,UDLU89001,62,
712,36,,716,86,0,   12.50,3,UDLU89,,3,86,164,UDLU89001,51,
194,14,,196,54,0,   21.15,4,UDLU89,,2,17,162,UDLU89001,28,
148,54,,149,106,0,   20.19,3,UDLU89,,,29,164,UDLU89001,76,
98,30,,100,90,0,   24.90,3,UDLU89,,3,30,163,UDLU89001,63,
781,56,,783,120,0,   18.27,4,UDLU89,,,-32,162,UDLU89001,78,
318,20,,320,71,0,   24.52,4,UDLU89,,3,39,162,UDLU89001,45,
249,24,,251,65,0,   16.25,3,UDLU89,,2,42,162,UDLU89001,36,
404,34,,406,87,0,   22.60,6,UDLU89,,3,73,164,UDLU89001,56,
299,52,,301,126,0,   25.48,5,UDLU89,,3,174,163,UDLU89001,92,
387,33,,389,85,0,    6.73,3,UDLU89,,3,19,163,UDLU89001,51,
307,58,,309,143,0,    6.73,2,UDLU89,,3,202,163,UDLU89001,93,
799,50,,899,123,0,    9.52,8,UDLU89,,3,288,165,UDLU89001,95,
426,21,,428,60,0,   23.08,3,UDLU89,,3,-3,162,UDLU89001,36,
1929,65,,1931,223,0,   20.19,12,UDLU89,,3,1104,164,UDLU89001,164,
351,29,,353,83,0,   16.30,3,UDLU89,,2,45,163,UDLU89001,45,
233,26,,235,78,0,   15.87,3,UDLU89,,3,48,163,UDLU89001,56,
330,19,,332,69,0,   23.08,3,UDLU89,,10,37,163,UDLU89001,40,
559,49,,561,108,0,   17.79,5,UDLU89,,3,133,163,UDLU89001,77,
299,25,,301,79,0,   20.19,3,UDLU89,,3,44,164,UDLU89001,49,
160,27,,162,82,0,   22.12,3,UDLU89,,3,41,164,UDLU89001,56,
215,20,,217,77,0,   21.06,3,UDLU89,,3,64,163,UDLU89001,49,
357,32,,359,88,0,   18.27,3,UDLU89,,3,63,163,UDLU89001,60,
1068,29,,1070,82,0,   22.98,3,UDLU89,,3,38,163,UDLU89001,54,
214,26,,216,81,0,   13.37,4,UDLU89,,3,117,164,UDLU89001,50,
490,28,,492,86,0,   20.19,3,UDLU89,,3,95,163,UDLU89001,55,
369,23,,371,75,0,   23.94,3,UDLU89,,10,41,164,UDLU89001,48,
491,20,,493,64,0,   16.25,3,UDLU89,,10,12,162,UDLU89001,38,
258,29,,260,97,0,   26.44,2,UDLU89,,3,72,163,UDLU89001,63,
